MAIN_ID,ANG_DIST,OTYPE,hour,min,sec,ra,deg,arcmin,arcsec,dec,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,RA_d,DEC_d,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,RVZ_TYPE,RVZ_RADVEL,RVZ_ERROR,RVZ_QUAL,RVZ_WAVELENGTH,RVZ_BIBCODE,SP_TYPE,SP_QUAL,SP_BIBCODE,MORPH_TYPE,MORPH_QUAL,MORPH_BIBCODE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,GALDIM_QUAL,GALDIM_WAVELENGTH,GALDIM_BIBCODE,BIBLIST,
TYC 2888-1560-1,2141.01,Star,4,36,35.9523,69.14980125,41,36,41.649,41.61156917,14,14,0.0399,0.0308,90,A,O,2018yCat.1345....0G,69.14980164,41.61156941,0.597,-0.89,3,3,0.081,0.048,90,A,2018yCat.1345....0G,B,12.14,0.31,Vega,2000A&A...355L..27H,,,D,B,V,10.99,0.13,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.711,0.018,Vega,2003yCat.2246....0C,,,C,J,H,8.073,0.027,Vega,2003yCat.2246....0C,,,C,H,K,7.876,0.023,Vega,2003yCat.2246....0C,,,C,K,v,4,0.62,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
HD 276625,2141.61,Star,4,35,29.9082,68.8746175,41,8,10.579,41.13627194,14,14,0.0396,0.0392,90,A,O,2018yCat.1345....0G,68.87461767,41.13627196,8.792,-19.206,3,3,0.096,0.067,90,A,2018yCat.1345....0G,B,10.33,0.05,Vega,2000A&A...355L..27H,,,D,B,V,9.94,0.05,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.184,0.029,Vega,2003yCat.2246....0C,,,C,J,H,9.086,0.021,Vega,2003yCat.2246....0C,,,C,H,K,8.989,0.014,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,6,
Gaia DR2 203898418420587264,2142.26,Star,4,35,29.7545,68.87397708,41,10,42.922,41.17858944,14,14,0.0535,0.0439,90,A,O,2018yCat.1345....0G,68.87397742,41.17858948,2.059,-2.877,3,3,0.123,0.071,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276636,2156.37,Star,4,35,51.0434,68.96268083,40,52,42.047,40.87834639,14,14,0.046,0.0348,90,A,O,2018yCat.1345....0G,68.962681,40.87834642,1.208,-4.48,3,3,0.094,0.057,90,A,2018yCat.1345....0G,B,10,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K,10.314,0.033,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,1,
HD 276694,2162.51,Star,4,41,11.8705,70.29946042,41,31,26.537,41.52403806,14,14,0.038,0.0362,90,A,O,2018yCat.1345....0G,70.29946081,41.52403807,-2.648,-0.78,3,3,0.081,0.06,90,A,2018yCat.1345....0G,B,11.88,0.18,Vega,2000A&A...355L..27H,,,D,B,V,11.12,0.12,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.579,0.021,Vega,2003yCat.2246....0C,,,C,J,H,9.316,0.019,Vega,2003yCat.2246....0C,,,C,H,K,9.191,0.016,Vega,2003yCat.2246....0C,,,C,K,v,29.71,1.1,B,O,2018yCat.1345....0G,F8,E,1995A&AS..110..367N,,,,,,,,,,2,
NIKC 3-64,2163.25,C*,4,41,39.9309,70.41637875,41,21,43.574,41.36210389,14,14,0.0769,0.0698,90,A,O,2018yCat.1345....0G,70.41637911,41.36210414,0.468,-0.538,3,3,0.149,0.115,90,A,2018yCat.1345....0G,B,12.3,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,J,7.892,0.02,Vega,2003yCat.2246....0C,,,C,J,H,6.748,0.021,Vega,2003yCat.2246....0C,,,C,H,K,6.292,0.017,Vega,2003yCat.2246....0C,,,C,K,v,26.93,0.33,A,O,2018yCat.1345....0G,C,D,1988Afz....29..470K,,,,,,,,,,3,
Gaia DR2 203817363801118464,2167.07,Star,4,36,2.4867,69.01036125,40,48,51.153,40.81420917,14,14,0.196,0.1628,90,A,O,2018yCat.1345....0G,69.0103616,40.8142092,1.761,-3.497,3,3,0.439,0.258,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276712,2169.71,Star,4,40,3.2531,70.01355458,40,37,2.239,40.61728861,14,14,0.0394,0.0382,90,A,O,2018yCat.1345....0G,70.01355498,40.61728871,0.096,-2.493,3,3,0.083,0.061,90,A,2018yCat.1345....0G,B,11.75,0.1,Vega,2000A&A...355L..27H,,,D,B,V,11.48,0.13,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.931,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.872,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.812,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,F2,E,1995A&AS..110..367N,,,,,,,,,,2,
HD 276608,2187.16,Star,4,38,36.9132,69.653805,41,45,59.336,41.76648222,14,14,0.0433,0.0341,90,A,O,2018yCat.1345....0G,69.65380526,41.76648228,0.252,-2.413,3,3,0.088,0.054,90,A,2018yCat.1345....0G,B,10.65,0.08,Vega,2000A&A...355L..27H,,,D,B,V,10.5,0.09,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.838,0.021,Vega,2003yCat.2246....0C,,,C,J,H,9.815,0.021,Vega,2003yCat.2246....0C,,,C,H,K,9.765,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A2,E,1995A&AS..110..367N,,,,,,,,,,3,
TYC 2897-1309-1,2187.44,Star,4,41,15.9002,70.31625083,40,48,10.471,40.80290861,14,14,0.0804,0.0577,90,A,O,2018yCat.1345....0G,70.31625094,40.80290876,-2.005,-2.965,3,3,0.158,0.093,90,A,2018yCat.1345....0G,B,12.96,0.49,Vega,2000A&A...355L..27H,,,D,B,V,10.92,0.1,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.72,0.023,Vega,2003yCat.2246....0C,,,C,J,H,8.131,0.02,Vega,2003yCat.2246....0C,,,C,H,K,7.958,0.016,Vega,2003yCat.2246....0C,,,C,K,v,-44.97,0.51,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
TYC 2901-2058-1,2187.59,Star,4,41,42.9448,70.42893667,41,21,19.911,41.35553083,14,14,0.1299,0.0968,90,A,O,2018yCat.1345....0G,70.42893684,41.35553108,24.176,-14.095,3,3,0.245,0.146,90,A,2018yCat.1345....0G,B,12,0.2,Vega,2000A&A...355L..27H,,,D,B,V,11.37,0.14,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.848,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.551,0.015,Vega,2003yCat.2246....0C,,,C,H,K,9.446,0.016,Vega,2003yCat.2246....0C,,,C,K,v,-1.74,1,B,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
Gaia DR2 203822552117741184,2195.36,Star,4,35,38.2735,68.90947292,40,56,23.212,40.93978111,14,14,0.1041,0.0864,90,A,O,2018yCat.1345....0G,68.9094731,40.93978138,2.39,-3.666,3,3,0.226,0.147,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
V* HK Per,2203.4,EB*,4,36,24.9493,69.10395542,41,36,14.241,41.60395583,14,14,0.0258,0.0195,90,A,O,2018yCat.1345....0G,69.10395562,41.60395595,0.056,-0.356,3,3,0.052,0.03,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.239,0.021,Vega,2003yCat.2246....0C,,,C,J,H,12.168,0.023,Vega,2003yCat.2246....0C,,,C,H,K,12.028,0.022,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,11,
2MASS J04353807+4123173,2204.12,HB*,4,35,38.0715,68.90863125,41,23,17.342,41.38815056,14,14,0.0435,0.0337,90,A,O,2018yCat.1345....0G,68.9086313,41.38815075,0.101,0.314,3,3,0.078,0.058,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.45,0.023,Vega,2003yCat.2246....0C,,,C,J,H,11.85,0.021,Vega,2003yCat.2246....0C,,,C,H,K,11.682,0.023,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,2,
LAMOST J044153.70+411441.7,2214.9,Star,4,41,53.705,70.47377083,41,14,41.72,41.24492222,7,7,,,,D,O,2015MNRAS.449.1401H,70.473769,41.244923,,,,,,,,,,,,,,,,,,,V,12.055,,Vega,2015MNRAS.449.1401H,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2/6,E,2015MNRAS.449.1401H,,,,,,,,,,1,
Gaia DR2 203071246372901376,2223.64,Star,4,37,27.3363,69.36390125,40,35,4.271,40.58451972,14,14,0.0961,0.0739,90,A,O,2018yCat.1345....0G,69.3639016,40.58451991,1.91,-3.632,3,3,0.179,0.122,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04380601+4146069,2226.33,HB*,4,38,6.023,69.52509583,41,46,6.893,41.76858139,14,14,0.0246,0.02,90,A,O,2018yCat.1345....0G,69.52509609,41.76858147,0.309,-2.984,3,3,0.052,0.031,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,11.337,0.021,Vega,2003yCat.2246....0C,,,C,J,H,10.727,0.02,Vega,2003yCat.2246....0C,,,C,H,K,10.552,0.022,Vega,2003yCat.2246....0C,,,C,K,v,-30.1,1.19,B,O,2018yCat.1345....0G,,,,,,,,,,,,,3,
HD 276607,2240.2,Em*,4,38,31.4505,69.63104375,41,46,50.778,41.78077167,14,14,0.0485,0.0461,90,A,O,2018yCat.1345....0G,69.63104411,41.78077176,1.359,-4.115,3,3,0.105,0.074,90,A,2018yCat.1345....0G,B,10.5,0.07,Vega,2000A&A...355L..27H,,,D,B,V,10.31,0.08,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.603,0.021,Vega,2003yCat.2246....0C,,,C,J,H,9.565,0.019,Vega,2003yCat.2246....0C,,,C,H,K,9.485,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,5,
Gaia DR2 203816921415820032,2241.48,Star,4,36,0.3628,69.00151167,40,47,17.689,40.78824694,14,14,0.0444,0.0342,90,A,O,2018yCat.1345....0G,69.00151191,40.78824699,2.876,-3.627,3,3,0.093,0.055,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203071482596153856,2244.02,Star,4,37,19.1863,69.32994292,40,35,20.901,40.58913917,14,14,0.0702,0.05,90,A,O,2018yCat.1345....0G,69.32994301,40.58913931,1.056,-3.33,3,3,0.141,0.077,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04374355+4145314,2248.37,HB*,4,37,43.5582,69.4314925,41,45,31.398,41.75872167,14,14,0.0393,0.0362,90,A,O,2018yCat.1345....0G,69.43149269,41.75872172,-1.221,-1.311,3,3,0.082,0.057,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,9.887,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.218,0.02,Vega,2003yCat.2246....0C,,,C,H,K,9.048,0.02,Vega,2003yCat.2246....0C,,,C,K,v,-41.46,0.5,A,O,2018yCat.1345....0G,,,,,,,,,,,,,3,
1RXS J043545.3+405127,2249.27,X,4,35,45.3,68.93875,40,51,27.5,40.85763889,7,7,,,,E,,2000IAUC.7432R...1V,68.93875,40.857639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
HD 276649,2261.8,Star,4,38,25.446,69.606025,40,31,56.078,40.53224389,14,14,0.041,0.0318,90,A,O,2018yCat.1345....0G,69.60602523,40.53224415,3.253,-6.295,3,3,0.081,0.049,90,A,2018yCat.1345....0G,B,11.83,0.17,Vega,2000A&A...355L..27H,,,D,B,V,10.85,0.09,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.733,0.02,Vega,2003yCat.2246....0C,,,C,J,H,7.015,0.016,Vega,2003yCat.2246....0C,,,C,H,K,6.833,0.024,Vega,2003yCat.2246....0C,,,C,K,v,-21.34,0.44,A,O,2018yCat.1345....0G,K7,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 203899517930875392,2262.13,Star,4,35,20.635,68.83597917,41,14,25.828,41.24050778,14,14,0.0393,0.035,90,A,O,2018yCat.1345....0G,68.83597917,41.24050789,2.096,-3.195,3,3,0.085,0.057,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
LEDA 2186834,2264.72,Galaxy,4,38,37.8,69.6575,41,47,17,41.78805556,5,5,,,,D,O,2003A&A...412...45P,69.6575,41.7881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.23,,E,O,2003A&A...412...45P,1,
HD 276623,2266.06,Star,4,35,26.1567,68.85898625,41,19,53.85,41.331625,14,14,0.0402,0.0318,90,A,O,2018yCat.1345....0G,68.85898648,41.33162512,-4.211,-4.276,3,3,2.061,1.64,90,A,2016A&A...595A...2G,B,11.57,0.15,Vega,2000A&A...355L..27H,,,D,B,V,10.27,0.06,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.879,0.019,Vega,2003yCat.2246....0C,,,C,J,H,7.284,0.017,Vega,2003yCat.2246....0C,,,C,H,K,7.145,0.026,Vega,2003yCat.2246....0C,,,C,K,v,10.32,0.22,A,O,2018yCat.1345....0G,K0,E,1995A&AS..110..367N,,,,,,,,,,2,
[STK2001] 08463c,2269.82,gammaBurst,4,42,,70.5,41,2,,41.03333333,2,2,1.08E+07,1.08E+07,90,E,,2001ApJ...563...80S,70.5,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04413040+4129369,2272.12,RGB*,4,41,30.4012,70.37667167,41,29,36.951,41.4935975,14,14,0.0475,0.039,90,A,O,2018yCat.1345....0G,70.37667175,41.49359777,0.606,-0.657,3,3,0.094,0.064,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.417,0.02,Vega,2003yCat.2246....0C,,,C,J,H,11.514,0.019,Vega,2003yCat.2246....0C,,,C,H,K,11.279,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,2,
Gaia DR2 203894883662060672,2272.84,Star,4,35,18.6798,68.8278325,41,6,53.059,41.11473861,14,14,0.0262,0.021,90,A,O,2018yCat.1345....0G,68.82783284,41.11473881,1.499,-3.111,3,3,0.06,0.036,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04401495+4142587,2276.04,RGB*,4,40,14.9606,70.06233583,41,42,58.594,41.71627611,14,14,0.0578,0.0468,90,A,O,2018yCat.1345....0G,70.06233613,41.71627637,-1.928,-2.273,3,3,0.108,0.073,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,8.887,0.019,Vega,2003yCat.2246....0C,,,C,J,H,8.342,0.024,Vega,2003yCat.2246....0C,,,C,H,K,8.142,0.02,Vega,2003yCat.2246....0C,,,C,K,v,-31.28,0.24,A,O,2018yCat.1345....0G,,,,,,,,,,,,,3,
ATO J068.8585+41.3424,2278.03,**,4,35,26.05,68.85854167,41,20,32.802,41.342445,9,9,80,70,90,C,N,2003yCat.2246....0C,68.858542,41.342445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,15.15,0.045,Vega,2003yCat.2246....0C,,,C,J,H,14.751,0.066,Vega,2003yCat.2246....0C,,,C,H,K,14.553,0.097,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203901652530022144,2278.07,Star,4,35,26.0447,68.85851958,41,20,32.746,41.34242944,14,14,0.0766,0.0614,90,A,O,2018yCat.1345....0G,68.85851973,41.34242952,0.568,-2.641,3,3,0.197,0.098,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Gaia DR2 203901652527415808,2279.21,Star,4,35,26.012,68.85838333,41,20,35.476,41.34318778,14,14,0.2572,0.2141,90,A,O,2018yCat.1345....0G,68.85838374,41.34318804,1.589,-0.695,3,3,0.616,0.369,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
HD 276616,2284.05,Star,4,35,41.2769,68.92198708,41,27,43.368,41.46204667,14,14,0.0884,0.0492,90,A,O,2018yCat.1345....0G,68.92198709,41.46204673,-21.5,-6.868,3,3,0.133,0.094,90,A,2018yCat.1345....0G,B,11.08,0.08,Vega,2000A&A...355L..27H,,,D,B,V,10.54,0.07,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.287,0.022,Vega,2003yCat.2246....0C,,,C,J,H,9.072,0.023,Vega,2003yCat.2246....0C,,,C,H,K,8.997,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,G0,E,1995A&AS..110..367N,,,,,,,,,,2,
2MASX J04381937+4031347,2288.83,Galaxy,4,38,19.373,69.58072083,40,31,34.8,40.52633333,7,7,,,,C,I,2006AJ....131.1163S,69.580721,40.526333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,13.824,0.097,Vega,2006AJ....131.1163S,,,C,J,H,12.786,0.084,Vega,2006AJ....131.1163S,,,C,H,K,12.428,0.11,Vega,2006AJ....131.1163S,,,D,K,,,,,,,,,,,,,0.24,0.192,0,C,N,2006AJ....131.1163S,3,
TYC 2888-418-1,2289.21,Star,4,37,45.8032,69.44084667,41,46,20.947,41.77248528,14,14,0.042,0.0375,90,A,O,2018yCat.1345....0G,69.44084695,41.77248546,1.338,-0.844,3,3,0.087,0.059,90,A,2018yCat.1345....0G,B,11.85,0.17,Vega,2000A&A...355L..27H,,,D,B,V,11.79,0.3,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,11.769,0.02,Vega,2003yCat.2246....0C,,,C,J,H,11.732,0.023,Vega,2003yCat.2246....0C,,,C,H,K,11.702,0.026,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
HD 276624,2298.78,Star,4,35,17.1552,68.82148,41,14,6.47,41.23513056,14,14,0.0423,0.0381,90,A,O,2018yCat.1345....0G,68.82148006,41.23513061,14.064,-18.819,3,3,0.095,0.064,90,A,2018yCat.1345....0G,B,11.59,0.12,Vega,2000A&A...355L..27H,,,D,B,V,10.92,0.1,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.039,0.022,Vega,2003yCat.2246....0C,,,C,J,H,9.82,0.019,Vega,2003yCat.2246....0C,,,C,H,K,9.752,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,F5,E,1995A&AS..110..367N,,,,,,,,,,2,
HD 276613,2302.43,Star,4,36,51.3679,69.21403292,41,42,8.311,41.70230861,14,14,0.1783,0.1592,90,A,O,2018yCat.1345....0G,69.21403327,41.70230862,1.262,-5.419,3,3,0.334,0.244,90,A,2018yCat.1345....0G,B,11.38,0.11,Vega,2000A&A...355L..27H,,,D,B,V,11.03,0.12,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.126,0.019,Vega,2003yCat.2246....0C,,,C,J,H,10.075,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.008,0.015,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,2,
2MASS J04354029+4051177,2303.76,RGB*,4,35,40.2933,68.91788875,40,51,17.688,40.85491333,14,14,0.0433,0.0331,90,A,O,2018yCat.1345....0G,68.91788892,40.85491342,-0.628,-1.241,3,3,0.091,0.057,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,10.546,0.02,Vega,2003yCat.2246....0C,,,C,J,H,9.809,0.023,Vega,2003yCat.2246....0C,,,C,H,K,9.597,0.02,Vega,2003yCat.2246....0C,,,C,K,v,-3.21,2.13,C,O,2018yCat.1345....0G,,,,,,,,,,,,,3,
IRAS 04373+4034,2316.64,FIR,4,40,50.9,70.21208333,40,39,59,40.66638889,5,5,30000,17000,81,E,F,1988NASAR1190....1B,70.2121,40.6665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2MASX J04352136+4058328,2334.37,Galaxy,4,35,21.366,68.839025,40,58,32.85,40.97579167,7,7,,,,C,I,2006AJ....131.1163S,68.839025,40.975792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,13.81,0.088,Vega,2006AJ....131.1163S,,,C,J,H,13.071,0.103,Vega,2006AJ....131.1163S,,,D,H,K,12.59,0.122,Vega,2006AJ....131.1163S,,,D,K,,,,,,,,,,,,,0.213,0.192,160,C,N,2006AJ....131.1163S,3,
Gaia DR2 203821250742834560,2338.8,Star,4,35,31.758,68.882325,40,53,11.488,40.88652444,14,14,0.032,0.0249,90,A,O,2018yCat.1345....0G,68.8823254,40.88652464,1.858,-3.346,3,3,0.071,0.043,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASX J04363022+4140123,2344.37,Galaxy,4,36,30.229,69.12595417,41,40,12.35,41.67009722,7,7,,,,C,I,2006AJ....131.1163S,69.125954,41.670097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,14.629,0.127,Vega,2006AJ....131.1163S,,,D,J,H,14.149,0.187,Vega,2006AJ....131.1163S,,,D,H,K,13.657,0.221,Vega,2006AJ....131.1163S,,,D,K,,,,,,,,,,,,,0.173,0.139,90,C,N,2006AJ....131.1163S,3,
HD 276605,2353.57,Star,4,37,45.4241,69.43926708,41,47,26.48,41.79068889,14,14,0.0419,0.0337,90,A,O,2018yCat.1345....0G,69.43926733,41.79068897,0.545,-6.805,3,3,0.088,0.053,90,A,2018yCat.1345....0G,B,9.82,0.04,Vega,2000A&A...355L..27H,,,D,B,V,9.56,0.04,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.029,0.018,Vega,2003yCat.2246....0C,,,C,J,H,9,0.017,Vega,2003yCat.2246....0C,,,C,H,K,8.925,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,2,
HD  29374,2356.11,Star,4,39,23.8045,69.84918542,40,31,10.823,40.51967306,14,14,0.0476,0.0393,90,A,O,2018yCat.1345....0G,69.84918549,40.51967319,15.628,-18.887,3,3,0.103,0.061,90,A,2018yCat.1345....0G,B,9.4,0.02,Vega,2000A&A...355L..27H,,,D,B,V,9.17,0.02,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.465,0.02,Vega,2003yCat.2246....0C,,,C,J,H,8.443,0.026,Vega,2003yCat.2246....0C,,,C,H,K,8.364,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A3,E,1993yCat.3135....0C,,,,,,,,,,7,
HD 276713,2368.47,Star,4,40,14.2414,70.05933917,40,34,22.465,40.57290694,14,14,0.0404,0.0339,90,A,O,2018yCat.1345....0G,70.05933932,40.57290714,-0.2,-4.845,3,3,1.905,1.497,90,A,2016A&A...595A...2G,B,11.19,0.08,Vega,2000A&A...355L..27H,,,D,B,V,9.9,0.04,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.473,0.021,Vega,2003yCat.2246....0C,,,C,J,H,6.889,0.024,Vega,2003yCat.2246....0C,,,C,H,K,6.714,0.018,Vega,2003yCat.2246....0C,,,C,K,v,1.63,3.74,C,O,2018yCat.1345....0G,G5,E,1995A&AS..110..367N,,,,,,,,,,2,
LEDA 2177487,2370.16,Galaxy,4,35,10.2,68.7925,41,12,58,41.21611111,5,5,,,,D,O,2003A&A...412...45P,68.7925,41.2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.19,74,E,O,2003A&A...412...45P,1,
LEDA 2178566,2385.88,Galaxy,4,42,7.2,70.53,41,16,53,41.28138889,5,5,,,,D,O,2003A&A...412...45P,70.53,41.2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.27,162,E,O,2003A&A...412...45P,1,
